movie_title,movie_summary,release_date,genres,running_time,domestic_gross,international_gross,total_gross,domestic_opening,domestic_distributor
Three Men and a Little Lady (1990),"Three ex-dads quickly discover how empty life is without their little lady, and go to outrageous lengths in their efforts to win their daughter back in this critically acclaimed and equally charming sequel.",1990-11-21,Comedy Drama Family Romance,104,71609321,,71609321,13774642.0,Walt Disney Studios Motion Pictures
Bird on a Wire (1990),An old flame discovers her ex-boyfriend from the past is a relocated FBI informant out to stop the bad guys.,1990-05-18,Action Comedy Crime,110,70978012,67719000.0,138697012,15338160.0,Universal Pictures
The Godfather Part III (1990),"Follows Michael Corleone, now in his 60s, as he seeks to free his family from crime and find a suitable successor to his empire.",1990-12-25,Crime Drama,162,66761392,70100000.0,136861392,6387271.0,Paramount Pictures
Flatliners (1990),"Five medical students experiment with ""near death"" experiences, until the dark consequences of past tragedies begin to jeopardize their lives.",1990-08-10,Drama Horror Sci-Fi Thriller,115,61489265,,61489638,10034685.0,Columbia Pictures
Misery (1990),"After a famous author is rescued from a car crash by a fan of his novels, he comes to realize that the care he is receiving is only the beginning of a nightmare of captivity and abuse.",1990-11-30,Drama Thriller,107,61276872,725.0,61277597,10076834.0,Columbia Pictures
Edward Scissorhands (1990),The solitary life of an artificial man - who was incompletely constructed and has scissors for hands - is upended when he is taken in by a suburban family.,1990-12-07,Drama Fantasy Romance,105,56362352,29661653.0,86024005,159622.0,Twentieth Century Fox
Problem Child (1990),A young boy just short of a monster is adopted by a loving man and his wacky wife. The laughs keep coming as he pushes them to the limits.,1990-07-27,Comedy Family,81,53470891,18800000.0,72270891,10026900.0,Universal Pictures
Arachnophobia (1990),"A new species of South American killer spider hitches a lift to a California town in a coffin and starts to breed, leaving a trail of deaths that puzzle and terrify young Dr. Ross Jennings, who is newly arrived in town with his family.",1990-07-20,Comedy Horror Thriller,109,53208180,,53208180,8045760.0,Walt Disney Studios Motion Pictures
Awakenings (1990),Dr. Sayer is a pioneering neurologist who wants to take a risk and give his patients who suffer from encephalitis a drug used for Parkinson's Disease. He tries it out on one man who miraculously wakes from his perpetual catatonic state.,1990-12-22,Biography Drama,121,52096475,,52096475,417076.0,Columbia Pictures
Look Who's Talking Too (1990),"This time, a new baby is on the way, and it's a girl. Wrapped together with the standard conflict between mother and father, Mikey engages in a bit of sibling rivalry with his new sister.",1990-12-14,Comedy Family Romance,81,47789074,,47789074,8100640.0,TriStar Pictures
Hard to Kill (1990),"Targeted by the mob and its political supporters, hired assassins leave LAPD Detective Mason Storm for dead. Seven years later, he recovers from a deep coma, demanding justice and the opportunity to get even.",1990-02-09,Action Crime Drama Thriller,96,47410827,,47410827,9213631.0,Warner Bros.
Goodfellas (1990),"The story of Henry Hill and his life in the mafia, covering his relationship with his wife Karen and his mob partners Jimmy Conway and Tommy DeVito.",1990-09-19,Biography Crime Drama,145,46909721,127063.0,47068004,6368901.0,Warner Bros.
Marked for Death (1990),A retired DEA agent is out to hunt down and take out a Jamaican drug posse that has targeted he and his family for murder.,1990-10-05,Action Crime Drama Thriller,93,46044396,11924540.0,57968936,11790047.0,Twentieth Century Fox
RoboCop 2 (1990),"RoboCop returns to protect the citizens of old Detroit but faces a deadly challenge when a rogue OCP member secretly creates a new, evil RoboCop 2.",1990-06-22,Action Crime Sci-Fi Thriller,117,45681173,,45682484,14145411.0,Orion Pictures
The Jungle Book (1967),Bagheera the Panther and Baloo the Bear have a difficult time trying to convince a boy to leave the jungle for human civilization.,1967-10-18,Adventure Animation Comedy Family Musical,78,141843612,64000000.0,205843612,,Walt Disney Studios Motion Pictures
Young Guns II (1990),"Billy the Kid and his band of outlaws are pursued across New Mexico territory by Sheriff Pat Garrett, who the young gunslingers must face-off with if they are to reach the safety of the border.",1990-08-03,Action Drama Western,104,44143410,,44143410,8017438.0,Twentieth Century Fox
Gremlins 2: The New Batch (1990),"The Gremlins are back, and this time, they've taken control of a New York City media mogul's high-tech skyscraper.",1990-06-15,Comedy Fantasy Horror,106,41482207,,41483050,9702804.0,Warner Bros.
Rocky V (1990),"Reluctantly retired from fighting, Rocky takes charge of Mickey's gym and agrees to train a young protégé who's hungry for success.",1990-11-16,Drama Sport,104,40946358,79000000.0,119946358,14073170.0,United Artists
Joe Versus the Volcano (1990),"When a hypochondriac learns that he is dying, he accepts an offer to throw himself in a volcano at a tropical island, and along the way there, learns to truly live.",1990-03-09,Comedy Romance,102,39404261,,39404261,9252232.0,Warner Bros.
Postcards from the Edge (1990),A substance-addicted actress tries to look on the bright side even as she is forced to move back in with her mother to avoid unemployment.,1990-09-14,Comedy Drama,101,39071603,,39071603,7871856.0,Columbia Pictures
Mermaids (1990),"An unconventional single mother relocates with her two daughters to a small Massachusetts town in 1963, where a number of events and relationships both challenge and strengthen their familial bonds.",1990-12-14,Comedy Drama Romance,110,35419397,,35419397,3514678.0,Orion Pictures
Darkman (1990),A brilliant scientist left for dead returns to exact revenge on the people who burned him alive.,1990-08-24,Action Sci-Fi Thriller,96,33878502,15000000.0,48878502,8054860.0,Universal Pictures
Air America (1990),A young pilot finds himself recruited unwittingly into a covert and corrupt CIA airlift operation in Laos during the Vietnam conflict.,1990-08-10,Action Comedy War,113,31053601,2407668.0,33461269,8064480.0,TriStar Pictures
Predator 2 (1990),"The Predator returns to Earth, this time to stake a claim on the war-torn streets of a dystopian Los Angeles.",1990-11-21,Action Horror Sci-Fi,108,30669413,26450905.0,57120318,8784943.0,Twentieth Century Fox
Green Card (1990),"A man wanting to stay in the US enters into a marriage of convenience, but it turns into more than that.",1990-12-25,Comedy Drama Romance,107,29888235,,29888235,47781.0,Walt Disney Studios Motion Pictures
Pacific Heights (1990),"San Francisco yuppies restore a costly Victorian home, then rent a studio to a landlord's nightmare.",1990-09-28,Drama Mystery Thriller,102,29381956,15544750.0,44926706,6912637.0,Twentieth Century Fox
Child's Play 2 (1990),"While Andy's mother is admitted to a psychiatric hospital, the young boy is placed in foster care, and Chucky, determined to claim Andy's soul, is not far behind.",1990-11-09,Horror Thriller,84,28501605,7262000.0,35763605,10718520.0,Universal Pictures
The Rescuers Down Under (1990),R.A.S. agents Miss Bianca and Bernard race to Australia to save a little boy and a rare golden eagle from a murderous poacher.,1990-11-16,Adventure Animation Comedy Family Fantasy,77,27931461,,27931461,3499819.0,Walt Disney Studios Motion Pictures
Internal Affairs (1990),An Internal Affairs agent becomes obsessed with bringing down a cop who has managed to maintain a spotless reputation despite being involved in a web of corruption.,1990-01-12,Crime Drama Thriller,115,27734391,,27734391,5043516.0,Paramount Pictures
Cadillac Man (1990),Joey gets 2 days to sell 12 cars to keep his job and keep his girlfriends happy. It gets worse. He's juggling 3 buyers when a guy with a machine gun crashes into the car dealership and takes everybody hostage.,1990-05-18,Comedy Crime,97,27627310,,27627310,6712079.0,Orion Pictures
Memphis Belle (1990),"In 1943, the crew of a B-17 based in the UK prepares for its 25th and final bombing mission over Germany before returning home to the USA.",1990-10-12,Action Drama War,107,27441977,,27441977,5026846.0,Warner Bros.
House Party (1990),"Kid decides to go to his friend Play's house party, but neither of them can predict what's in store for them on what could be the wildest night of their lives.",1990-03-09,Comedy Music,100,26385627,,26385627,4611024.0,New Line Cinema
Jacob's Ladder (1990),"Mourning his dead son, a haunted Vietnam War veteran attempts to uncover his past while suffering from a severe case of dissociation. To do so, he must decipher reality and life from his own dreams, delusions, and perceptions of death.",1990-11-02,Drama Horror Mystery,113,26118851,,26118851,7500760.0,TriStar Pictures
The Exorcist III (1990),"A police lieutenant uncovers more than he bargained for as his investigation of a series of murders, which have all the hallmarks of the deceased Gemini serial killer, leads him to question the patients of a psychiatric ward.",1990-08-17,Drama Horror Mystery,110,26098824,12925427.0,39024251,9312219.0,Twentieth Century Fox
Fantasia (1940),"A series of eight famous pieces of classical music, conducted by Leopold Stokowski and interpreted in animation by Walt Disney's team of artists.",1941-01-29,Animation Family Fantasy Music Musical,124,76408097,3722.0,76414517,,Walt Disney Studios Motion Pictures
Navy Seals (1990),A battle-hardened SEAL Team set off on a mission to destroy a shipment of US-built Stinger missiles that have fallen into terrorist hands.,1990-07-20,Action Adventure Thriller,113,25069101,,25069101,6543832.0,Orion Pictures
Ernest Goes to Jail (1990),Ernest P. Worrell is a bank janitor sent to jail when people mistake his identity for a look-alike.,1990-04-06,Comedy Crime Family,81,25029569,,25029569,6143372.0,Walt Disney Studios Motion Pictures
Ghost Dad (1990),A widowed father tries to support his children after he becomes a ghost in an accident.,1990-06-29,Comedy Family Fantasy,83,24707633,714000.0,25421633,4803480.0,Universal Pictures
My Blue Heaven (1990),"An all too uptight FBI agent must protect a larger than life mobster with a heart of gold, currently under witness protection in the suburbs.",1990-08-17,Comedy Crime,97,23591472,,23591472,6207092.0,Warner Bros.
The Russia House (1990),"A British publisher is sent a manuscript detailing Soviet Union nuclear missile capabilities. British Intelligence intercept it and recruit him to investigate the author's editor, a beautiful Russian woman he claims never to have met.",1990-12-22,Drama Romance Thriller,123,22997992,,22997992,4435650.0,Metro-Goldwyn-Mayer (MGM)
The First Power (1990),A Los Angeles policeman hunts a killer brought back by Satan.,1990-04-06,Crime Horror Thriller,98,22424195,,22424195,5677715.0,Orion Pictures
The Rookie (1990),A veteran detective is assigned a rookie partner after his previous partner is killed by a car theft gang. He is determined to apprehend those responsible for his friend's death but his new partner isn't really up to the task.,1990-12-07,Action Crime Drama Thriller,120,21633874,,21633874,5510056.0,Warner Bros.
The Freshman (1990),"An N.Y.C. film school student accepts a job with a local mobster who resembles a famous cinema godfather and who takes the young man under his wing, after demanding total loyalty.",1990-07-20,Comedy Crime,102,21460601,,21460601,205876.0,TriStar Pictures
The Adventures of Ford Fairlane (1990),A vulgar private detective is hired to find a missing groupie and is drawn into a mystery involving a series of murders tied to the music industry.,1990-07-13,Action Adventure Comedy Crime Music Mystery,104,21413502,,21413502,6374391.0,Twentieth Century Fox
Quigley Down Under (1990),"Sharpshooter Matt Quigley is hired from Wyoming by an Australian rancher paying a very high price. But when Quigley arrives Down Under, all is not as it seems.",1990-10-19,Action Adventure Drama Romance Western,119,21413105,,21413105,3853149.0,Metro-Goldwyn-Mayer (MGM)
Madhouse (1990),The luxurious villa of yuppie couple Mark and Jessie Bannister is overrun by loads of uninvited guests who turn the house upside-down and nearly destroy it.,1990-02-16,Comedy,90,21036771,,21036771,5240816.0,Orion Pictures
Hamlet (1990),"Hamlet, Prince of Denmark, finds out that his uncle Claudius killed his father to obtain the throne, and plans revenge.",1990-12-22,Drama,135,20710451,,20710451,116975.0,Warner Bros.
Jetsons: The Movie (1990),George Jetson is forced to uproot his family when Mr. Spacely promotes him to take charge of a new factory on a distant planet.,1990-07-06,Animation Comedy Family Musical Sci-Fi,82,20305841,,20305841,5029640.0,Universal Pictures
Stella (1990),"Chronicling a strong, but eccentric woman's devoted relationship to her daughter through the years.",1990-02-02,Drama Romance,109,20240128,,20240128,4311656.0,Walt Disney Studios Motion Pictures
Taking Care of Business (1990),An uptight advertising exec has his entire life in a Filofax organizer that mistakenly ends up in the hands of a friendly convict who poses as him.,1990-08-17,Comedy,108,20005435,,20005435,3620054.0,Walt Disney Studios Motion Pictures
Betsy's Wedding (1990),The very different fashion student Betsy Hopper and investment banker Jake Lovell are getting married. They want a small wedding but their fathers want to give them a much more elaborate celebration.,1990-06-22,Comedy Romance,94,19740070,,19740070,4662488.0,Walt Disney Studios Motion Pictures
DuckTales the Movie: Treasure of the Lost Lamp (1990),"Scrooge McDuck takes Huey, Dewey, and Louie to Egypt to find a pyramid and magic lamp.",1990-08-03,Adventure Animation Comedy Family Fantasy,74,18115724,,18115724,3870366.0,Walt Disney Studios Motion Pictures
Sibling Rivalry (1990),A frustrated woman's life gets even more frustrating once she gets into an affair with a man who suffers a fatal heart attack after their fling.,1990-10-26,Comedy,87,17854933,,17854933,4017930.0,Columbia Pictures
White Palace (1990),Lust turns to love for a 40-ish working-class woman and a 20-ish yuppie adman with little in common.,1990-10-19,Drama Romance,103,17487531,,17487531,1078697.0,Universal Pictures
The Guardian (1990),A young couple with a newborn son don't realize that their new nanny is a magical Druid sacrificing infants to an evil tree.,1990-04-27,Drama Fantasy Horror Mystery Thriller,92,17037887,,17037887,5565620.0,Universal Pictures
Death Warrant (1990),"In a violent and corrupt prison, decorated cop Louis Burke must infiltrate the jail to find answers to a number of inside murders. What he finds is a struggle of life and death tied in to his own past.",1990-09-14,Action Crime Mystery Thriller,89,16853487,,16853487,5019902.0,Metro-Goldwyn-Mayer (MGM)
Tremors (1990),Natives of a small isolated town defend themselves against strange underground creatures which are killing them one by one.,1990-01-19,Comedy Horror,96,16667084,1000.0,16671216,3731520.0,Universal Pictures
Tales from the Darkside: The Movie (1990),"To stall a witch plotting to eat him, a boy reads her horror tales dealing with a collegian's resurrection of a mummy, a murderous cat, and an artist's pact with a gargoyle.",1990-05-04,Comedy Fantasy Horror Thriller,93,16324573,,16324573,5028096.0,Paramount Pictures
Men at Work (1990),Two garbage men uncover a conspiracy involving illegal toxic waste dumping and decide to bring the whole operation down.,1990-08-24,Action Comedy Crime,98,16247964,,16247964,3184311.0,Triumph Releasing Corporation
I Love You to Death (1990),"Joey Boca (Kevin Kline) owns a pizza parlor, and is married to Rosalie (Tracey Ullman). He's also a serial womanizer. Rosalie goes to extremes when she finds he has been cheating.",1990-04-06,Comedy Crime,97,16186793,,16186793,4014640.0,TriStar Pictures
Mo' Better Blues (1990),Jazz trumpeter Bleek Gilliam makes questionable decisions in his professional and romantic lives.,1990-08-03,Drama Music Romance,129,16153593,,16153593,4387360.0,Universal Pictures
Avalon (1990),"A Polish-Jewish family comes to the U.S. at the beginning of the twentieth century. There, the family and their children try to make themselves a better future in the so-called promised land.",1990-10-05,Drama,128,15740796,38782.0,15779578,226613.0,TriStar Pictures
The Bonfire of the Vanities (1990),"After his mistress runs over a young teen, a Wall Street hotshot sees his life unravel in the spotlight and attracts the interest of a down-and-out reporter.",1990-12-22,Comedy Drama Romance,125,15691192,,15691192,4216063.0,Warner Bros.
Revenge (1990),"A retired US Navy pilot comes to Mexico, where he falls in love with the wife of a powerful businessman. The consequences will be cruel and unforeseen.",1990-02-16,Action Crime Drama Romance Thriller,124,15645616,,15645616,6086672.0,Columbia Pictures
Reversal of Fortune (1990),"Wealthy Sunny von Bülow lies brain-dead, husband Claus guilty of attempted murder; but he says he's innocent and hires Alan Dershowitz for his appeal.",1990-10-19,Biography Drama Mystery,111,15445131,,15445131,176985.0,Warner Bros.
Mr. Destiny (1990),Unhappy Larry Burrows sees what his life could have been like if he had made that winning home run as a teenager.,1990-10-12,Comedy Fantasy Romance,116,15379253,,15379253,2991605.0,Walt Disney Studios Motion Pictures
Spaced Invaders (1990),"Dimwitted Martians drop into a little Illinois town on the day that the local radio station happens to rebroadcast Orson Welles 1938 ""War Of The Worlds"".",1990-04-27,Adventure Comedy Sci-Fi,100,15369573,,15369573,4474336.0,Walt Disney Studios Motion Pictures
Quick Change (1990),"Three thieves successfully rob a New York City bank, but making the escape from the city proves to be almost impossible.",1990-07-13,Comedy Crime,89,15260154,,15260154,4700960.0,Warner Bros.
Fire Birds (1990),Elite Apache helicopter pilots are tasked with destroying powerful armed drug cartels operating in South America.,1990-05-25,Action Adventure,85,14760451,,14760451,6358761.0,Walt Disney Studios Motion Pictures
Wild at Heart (1990),Young lovers Sailor and Lula run from the variety of weirdos that Lula's mom has hired to kill Sailor.,1990-08-17,Crime Drama Thriller,125,14560247,8814.0,14587084,2913764.0,The Samuel Goldwyn Company
Lord of the Flies (1990),"Stranded on an island, a group of schoolboys degenerate into savagery.",1990-03-16,Adventure Drama Thriller,90,13985225,,13985225,4410457.0,Columbia Pictures
The Grifters (1990),"A small-time conman has torn loyalties between his estranged mother and new girlfriend, both of whom are high-stakes grifters with their own angles to play.",1990-12-07,Crime Drama Thriller,110,13446769,,13446769,71034.0,Miramax
Crazy People (1990),"A bitter ad executive who has reached his breaking point lands in a mental institution, where his career actually begins to thrive with help from his fellow patients.",1990-04-13,Comedy Drama,90,13236513,,13236513,3357800.0,Paramount Pictures
Bad Influence (1990),A soft and hesitant young man is in danger when he tries to break toxic relationships with a mysterious stranger claiming to be his friend.,1990-03-09,Drama Thriller,99,12626043,,12626043,3822019.0,Triumph Releasing Corporation
Cinema Paradiso (1988),"Salvatore, a famous film director, returns to his hometown for the funeral of the local theater's film projectionist, Alfredo. He reminisces about his life as a young boy falling in love with cinema.",1990-02-02,Drama Romance,174,12397210,1034967.0,13443141,16552.0,Miramax
Graveyard Shift (1990),The owner of an ancient mill hires a drifter to rid the basement of rats.,1990-10-26,Horror,86,11582891,,11582891,5082300.0,Paramount Pictures
Henry & June (1990),"Anaïs Nin meets American writer Henry Miller in Paris in 1931. She keeps a diary of her sexual awakening, which includes Henry and his wife June.",1990-10-05,Biography Drama,136,11567449,11905000.0,23472449,1032942.0,Universal Pictures
Pump Up the Volume (1990),Mark runs a pirate radio station and causes an uproar when he speaks his mind and enthralls fellow teens.,1990-08-24,Comedy Drama Music,102,11541758,,11541758,1601489.0,New Line Cinema
Opportunity Knocks (1990),"Two con men hide out in a house while the owner is away; one of them assumes the identity of the absent house sitter when the owner's relatives come to visit, only for further complications to set in.",1990-03-30,Action Comedy Romance,103,11359129,,11359129,3512625.0,Universal Pictures
Q&A (1990),"Dirty cop Mike Brennan thinks he got away with murder. But during a routine Q&A, the righteous assistant DA finds a clue that sets them both on a collision course.",1990-04-27,Crime Drama Thriller,132,11207891,,11207891,2816605.0,TriStar Pictures
Wild Orchid (1989),A female lawyer becomes mesmerized by a self-made millionaire during an encounter in Rio setting off a series of erotic encounters.,1990-04-27,Drama Romance,105,11060485,,11060485,2622637.0,Triumph Releasing Corporation
Nuns on the Run (1990),"Two criminals want out--but their boss kills those leaving. When the men are ordered to rob the triad, they keep the money and hide from the boss, the Triad, and the police at a convent, dressed as nuns.",1990-03-16,Comedy Crime,89,10959015,,10959015,658835.0,Twentieth Century Fox
Narrow Margin (1990),A Los Angeles Deputy District Attorney is sent to protect a woman who accidentally witnessed a Mafia murder.,1990-09-21,Action Crime Thriller,97,10873237,,10873237,3628060.0,TriStar Pictures
The Witches (1990),"A young boy stumbles onto a witch convention and must stop them, even after he has been turned into a mouse.",1990-08-24,Adventure Comedy Family Fantasy Horror Mystery,91,10360553,,10363364,2221402.0,Warner Bros.
The Adventures of Milo and Otis (1986),The adventures of a young cat and a dog as they find themselves accidentally separated and each swept into a hazardous trek.,1989-08-25,Adventure Drama Family,90,13299749,,13299749,470084.0,Columbia Pictures
The Two Jakes (1990),"The sequel to Chinatown finds J.J. ""Jake"" Gittes investigating adultery and murder, and the money that comes from oil.",1990-08-10,Crime Drama Mystery Romance,137,10005969,,10005969,3729149.0,Paramount Pictures
Miami Blues (1990),An ex-con's first act of freedom is moving to Miami where he restarts his old criminal ways with even more potency.,1990-04-20,Comedy Crime Drama Thriller,97,9888167,,9888167,3002997.0,Orion Pictures
Nightbreed (1990),"A troubled young man is drawn to a mythical place called Midian where a variety of friendly monsters are hiding from humanity. Meanwhile, a sadistic serial killer is looking for a patsy.",1990-02-16,Action Fantasy Horror,102,8862354,607341.0,9469695,3708918.0,Twentieth Century Fox
Havana (1990),"In 1950s Cuba, a professional gambler falls for a woman heavily involved in the revolution movement.",1990-12-14,Drama Romance War,144,9243140,402300.0,9645440,2175360.0,Universal Pictures
Ski Patrol (1990),A developer attempts to sabotage the safety record of a ski resort.,1990-01-12,Action Comedy Sport,91,8533973,,8533973,1648000.0,Triumph Releasing Corporation
Cry-Baby (1990),"In 1950s Baltimore, a bad boy with a heart of gold wins the love of a good girl, whose boyfriend sets out for revenge.",1990-04-06,Comedy Musical,85,8266343,312.0,8266655,3004905.0,Universal Pictures
Blue Steel (1990),A rookie in the police force must engage in a cat-and-mouse game with a pistol-wielding psychopath who becomes obsessed with her.,1990-03-16,Action Crime Drama Thriller,102,8217997,,8217997,2895744.0,Metro-Goldwyn-Mayer (MGM)
Funny About Love (1990),"NYC cartoonist Duffy meets the bad cappuccino maker, chef Meg, and falls in love. She moves in with him, marries him - but they have problems having a baby.",1990-09-21,Comedy Romance,101,8141292,,8141292,3036352.0,Paramount Pictures
"The Cook, the Thief, His Wife & Her Lover (1989)","At an opulent gourmet restaurant, a woman carries on an affair with deadly consequences.",1990-04-06,Crime Drama,124,7724701,799293.0,8527316,252223.0,Miramax
Mr. & Mrs. Bridge (1990),"Set during World War II, an upper-class family begins to fall apart due to the conservative nature of the patriarch and the progressive values of his children.",1990-11-23,Drama,126,7698010,,7698010,57959.0,Miramax
Alice (1990),A spoiled Manhattan housewife re-evaluates her life after visiting a Chinatown healer.,1990-12-25,Comedy Romance,106,7331647,,7331647,36274.0,Orion Pictures
Almost an Angel (1990),A small-time crook becomes convinced he is an angel after a traumatic incident and resolves to perform the work of one.,1990-12-22,Comedy Drama,95,6939946,,6939946,1608365.0,Paramount Pictures
Delta Force 2: The Colombian Connection (1990),"When DEA agents are taken captive by a ruthless South American kingpin, the Delta Force is reunited to rescue them in this sequel to the 1986 film.",1990-08-24,Action Adventure Crime Thriller,111,6698361,,6698361,1854379.0,Metro-Goldwyn-Mayer (MGM)
Flashback (1990),At last the Feds have caught him! Infamous 60's radical Huey Walker is heading for jail. So how come it's Huey's yuptight FBI escort who ends up behind bars?,1990-02-02,Action Adventure Comedy Crime Drama,108,6488114,,6488114,2910116.0,Paramount Pictures
The Gods Must Be Crazy II (1989),"Six people meet in the Kalahari desert: a female NYC lawyer flying with a local zoologist/pilot in a mini-plane, a Cuban and an African soldier taking each other POW, a Boer elephant poacher, and a Bushman looking for his two children.",1990-04-13,Comedy,98,6291444,,6291444,1180803.0,Columbia Pictures
Men Don't Leave (1990),"Jessica Lange plays Beth in this warm-hearted, funny fable about staying together when all else is falling apart.",1990-02-02,Comedy Drama,115,6070725,,6070725,62419.0,Warner Bros.
Night of the Living Dead (1990),"When the unburied dead return to life and seek human victims, seven refugees shelter in a house in the Pennsylvanian countryside.",1990-10-19,Horror,92,5835247,11.0,5835258,2884679.0,Columbia Pictures
Cyrano de Bergerac (1990),"Famed swordsman and poet Cyrano de Bergerac is in love with his cousin Roxane. He has never expressed his love for her as he his large nose undermines his self-confidence. Then he finds a way to express his love to her, indirectly.",1990-11-16,Comedy Drama History Romance,137,5820020,2021.0,5822041,,Orion Classics
Stanley & Iris (1990),A struggling widow falls in love with an illiterate short-order cook whom she teaches to read and write in her kitchen each night.,1990-02-09,Drama Romance,104,5820015,,5820015,2102831.0,Metro-Goldwyn-Mayer (MGM)
Leatherface: Texas Chainsaw Massacre III (1990),A California couple and a survivalist encounter Leatherface and his family.,1990-01-12,Horror Thriller,85,5765562,,5765562,2692087.0,New Line Cinema
Hardware (1990),"The head of a cyborg reactivates, rebuilds itself, and goes on a violent rampage in a space marine's girlfriend's apartment.",1990-09-14,Horror Sci-Fi Thriller,94,5728953,,5729735,2381285.0,Miramax
Loose Cannons (1990),"An unconventional cop who takes no bull is paired up with an amazing detective to capture some powerful criminals, but the cop soon realizes that his by-the-book partner has split-personality disorder.",1990-02-09,Action Comedy Crime Thriller,94,5585154,,5585154,2239830.0,TriStar Pictures
Miller's Crossing (1990),"Tom Reagan, an advisor to a Prohibition-era crime boss, tries to keep the peace between warring mobs but gets caught in divided loyalties.",1990-09-21,Crime Drama Thriller,115,5080409,,5080409,28202.0,Twentieth Century Fox
The Handmaid's Tale (1990),"Under a dystopian religious tyranny, most women cannot conceive children. Those young women who can live in a form of sexual slavery to provide children for influential families.",1990-03-09,Drama Romance Sci-Fi Thriller,109,4960385,,4960385,738578.0,Cinecom Pictures
The Long Walk Home (1990),"Two women, black and white, in 1955 Montgomery Alabama, must decide what they are going to do in response to the famous bus boycott led by Martin Luther King.",1990-12-22,Drama History,97,4873620,,4873620,26140.0,Miramax
Longtime Companion (1989),The emergence and devastation of the AIDS epidemic is chronicled in the lives of several gay men living during the 1980s.,1990-05-11,Drama Romance,100,4609953,,4609953,50525.0,The Samuel Goldwyn Company
Graffiti Bridge (1990),"The unofficial sequel to 'Purple Rain' (1984). The Kid is now club owner and rival to Morris (Morris Day), with whom he gets into a fight for the Glam Slam Nightclub.",1990-11-02,Drama Music,90,4562778,,4562778,2447108.0,Warner Bros.
Dark Angel (1990),A renegade cop is forced to work with an FBI agent in order to bring down a group of drug dealers with sinister plans.,1990-09-28,Action Crime Horror Sci-Fi Thriller,91,4348368,,4348368,1912421.0,Triumph Releasing Corporation
