movie_title,movie_summary,release_date,genres,running_time,domestic_gross,international_gross,total_gross,domestic_opening,domestic_distributor
Lady and the Tramp (1955),The romantic tale of a sheltered uptown Cocker Spaniel dog and a streetwise downtown Mutt.,1955-06-22,Adventure Animation Comedy Family Musical Romance,76,93602326,331189.0,93934300,,Walt Disney Studios Motion Pictures
Jumpin' Jack Flash (1986),An American computer whiz who works at a New York bank is suddenly thrust into the world of international espionage after she inadvertently receives a coded message from a British spy.,1986-10-10,Comedy Romance Thriller,105,29844101,,29844101,6006610.0,Twentieth Century Fox
Hoosiers (1986),A coach with a checkered past and a local drunk train a small-town high school basketball team to become a top contender for the state championship in 1950s Indiana.,1986-11-14,Drama Sport,114,28607524,,28607524,220068.0,Orion Pictures
Soul Man (1986),"To achieve his dream of attending Harvard, a pampered teen poses as a young black man to receive a full scholarship.",1986-10-24,Comedy Romance,104,27820000,,27820000,4422179.0,New World Pictures
Wildcats (1986),Rookie high school football coach Molly McGrath has a harder time than she expected trying to whip her tough inner-city team members into shape.,1986-02-14,Comedy Sport,106,26285544,,26285544,5472905.0,Warner Bros.
The Great Mouse Detective (1986),"Basil, the rodent Sherlock Holmes, investigates the kidnapping of a toy maker and uncovers its link to his archenemy, Professor Ratigan.",1986-07-04,Adventure Animation Family Musical Mystery,74,38625550,,38625550,3220225.0,Walt Disney Studios Motion Pictures
Heartburn (1986),"She's a magazine writer who gives up her career for love and family. He's a playboy newspaper columnist who can't quite give up his old tricks. And if that combination doesn't give a relationship Heartburn, nothing will.",1986-07-25,Comedy Drama,108,25314189,,25314189,5783079.0,Paramount Pictures
The Morning After (1986),"A washed-up, alcoholic actress who is prone to blackouts wakes up next to a murdered man. Did she kill him and, if not, is she in danger?",1986-12-26,Crime Mystery Romance Thriller,103,25147055,66.0,25147121,5069926.0,Twentieth Century Fox
Iron Eagle (1986),"A young pilot plans a rescue mission when his father, an Air Force Colonel, is shot down over enemy territory and captured.",1986-01-17,Action Thriller War,117,24159872,,24159872,6104754.0,TriStar Pictures
Crimes of the Heart (1986),Three southern sisters try to come to grips with the meaning of their mother's suicide.,1986-12-12,Comedy Drama,105,22905522,,22905522,1402921.0,De Laurentiis Entertainment Group (DEG)
Tough Guys (1986),Two elderly gangsters are released from prison only to find they have trouble fitting in as old men who still take no guff from anyone.,1986-10-03,Comedy Crime,104,21458229,,21458229,4565342.0,Walt Disney Studios Motion Pictures
A Room with a View (1985),"Lucy Honeychurch shares a brief romance with George Emerson in Florence. Yet as she tries to move on with her life and look for marriage elsewhere, can she truly forget the events of that summer?",1986-03-07,Drama Romance,117,20966644,78431.0,21065687,42970.0,Cinecom Pictures
F/X (1986),"A movie special effects man is hired to fake a real-life mob killing for a witness protection plan, but finds his own life in danger.",1986-02-07,Action Thriller,109,20603715,,20603715,3240695.0,Orion Pictures
Friday the 13th Part VI: Jason Lives (1986),"Tommy Jarvis exhumes Jason Voorhees to cremate his corpse, but inadvertently brings him back to life instead. The newly revived killer seeks revenge, and Tommy may be the only one who can stop him.",1986-08-01,Horror Thriller,86,19472057,743.0,19472800,6750837.0,Paramount Pictures
House (1985),A troubled writer moves into a haunted house after inheriting it from his aunt.,1986-02-28,Comedy Fantasy Horror,93,19444631,,19444631,5923972.0,New World Pictures
Flight of the Navigator (1986),"In 1978, a boy travels eight years into the future and has an adventure with an intelligent, wisecracking alien ship.",1986-07-30,Adventure Comedy Family Sci-Fi,90,18564613,,18566010,3115097.0,Walt Disney Studios Motion Pictures
"Jo Jo Dancer, Your Life Is Calling (1986)","After severely burning himself in a drug incident, a comedian has a near death experience in which he reviews his life.",1986-05-02,Biography Comedy Drama,97,18034150,,18034150,4879107.0,Columbia Pictures
The Delta Force (1986),"After a plane is hijacked by terrorists, The Delta Force is sent in to resolve the crisis.",1986-02-14,Action Adventure Drama Thriller War,125,17768900,,17768900,5959505.0,Cannon Film Distributors
Song of the South (1946),"The kindly story-teller Uncle Remus tells a young boy stories about trickster Br'er Rabbit, who outwits Br'er Fox and slow-witted Br'er Bear.",1980-10-08,Animation Comedy Family Fantasy Musical,94,37459346,,37459346,,Walt Disney Studios Motion Pictures
The Mission (1986),Eighteenth-century Spanish Jesuits try to protect a remote South American tribe in danger of falling under the rule of pro-slavery Portugal.,1986-10-31,Adventure Drama History,125,17218023,284476.0,17504819,40366.0,Warner Bros.
Legend (1985),A young man must stop the Lord of Darkness from destroying daylight and marrying the woman he loves.,1986-04-18,Adventure Fantasy Romance,94,15502112,1335516.0,16838493,4261154.0,Universal Pictures
Howard the Duck (1986),A sarcastic humanoid duck is pulled from his homeworld to Earth where he must stop an alien invasion with the help of a nerdy scientist and a struggling female rock singer.,1986-08-01,Action Adventure Comedy Romance Sci-Fi,110,16295774,21667000.0,37962774,5070136.0,Universal Pictures
Raw Deal (1986),A former FBI agent turned small-town sheriff agrees to help the FBI chief infiltrate the Chicago mafia when the FBI chief's son is killed by them.,1986-06-06,Action Crime Thriller,106,16209459,,16209459,5438978.0,De Laurentiis Entertainment Group (DEG)
Armed and Dangerous (1986),A fired cop and useless lawyer sign up as security guards and find they've joined a corrupt union.,1986-08-15,Action Comedy Crime,88,15945534,,15945534,4348276.0,Columbia Pictures
Youngblood (1986),"A 17 year old farm boy is offered an ice hockey tryout. His brother drives him to Canada. He has fast legs, slow fists, but is chosen. Will he learn to use his fists and play ice hockey the Canuck way? Will he get the coach's cute daughter?",1986-01-31,Drama Romance Sport,110,15448384,,15448384,4183292.0,United Artists
Sleeping Beauty (1959),"After being snubbed by the royal family, a malevolent fairy places a curse on a princess which only a prince can break, along with the help of three good fairies.",1959-01-29,Adventure Animation Family Fantasy Musical Romance,75,51600000,,51600485,,Walt Disney Studios Motion Pictures
Psycho III (1986),"Norman Bates falls in love with a fallen nun who stays at the Bates Motel alongside a drifter and a curious reporter. Meanwhile, ""Mother"" is still watching.",1986-07-04,Horror Mystery Thriller,93,14481606,,14481606,3238400.0,Universal Pictures
The Mosquito Coast (1986),An inventor spurns his city life and moves his family into the jungles of Central America to make a utopia.,1986-11-26,Adventure Drama Thriller,117,14302779,,14302779,110313.0,Warner Bros.
Sweet Liberty (1986),"After selling the rights of his book to a movie production company, a writer finds himself fighting the many egos and varying views around him.",1986-05-16,Comedy,106,14205021,,14205021,3160891.0,Universal Pictures
One Crazy Summer (1986),An aspiring teenage cartoonist and his friends come to the aid of a singer trying to save her family property from developers.,1986-08-08,Comedy Romance,93,13431806,,13431806,3433952.0,Warner Bros.
Extremities (1986),"A woman narrowly escapes assault but loses her purse. Fearing retaliation, she seeks help. When her attacker returns, she manages to trap him. Now she faces a moral quandary: free him, report him, or take matters into her own hands.",1986-08-22,Drama Thriller,89,13418091,,13418091,2429075.0,Atlantic Releasing Corporation
Critters (1986),"A group of small but vicious alien creatures called Crites escape from an alien prison transport vessel and land near a small farm town on earth, pursued by two shape-shifting bounty hunters.",1986-04-11,Comedy Horror Sci-Fi,86,13167232,,13167232,1618800.0,New Line Cinema
April Fool's Day (1986),"Nine college students staying at a friend's remote island mansion begin to fall victim to an unseen murderer over the April Fool's Day weekend, but nothing is as it seems.",1986-03-28,Horror Mystery,89,12947763,,12947763,3373779.0,Paramount Pictures
Labyrinth (1986),Teenage Sarah journeys through a maze to save her baby brother from the Goblin King.,1986-06-27,Adventure Family Fantasy Musical,101,13723253,964139.0,14729213,3549243.0,TriStar Pictures
Club Paradise (1986),A retired Chicago firefighter partners with a reggae singer to turn a seedy Caribbean nightclub into a resort for affluent tourists.,1986-07-11,Comedy,96,12308521,,12308521,4152296.0,Warner Bros.
No Mercy (1986),"A Chicago detective, seeking to avenge his partner's death, travels to New Orleans where he unexpectedly becomes involved in a cat and mouse game of survival.",1986-12-19,Crime Drama Romance Thriller,106,12303904,,12303904,2198069.0,TriStar Pictures
Brighton Beach Memoirs (1986),"Eugene, a young teenage Jewish boy, recalls his memoirs of his time as an adolescent youth. He goes through the hardships of puberty, sexual fantasy, and living the life of a poor boy in a crowded house.",1986-12-26,Comedy,108,11957943,,11957943,2580750.0,Universal Pictures
Firewalker (1986),A pair of adventurers try to track down an ancient Aztec/Mayan/Egyptian/Apache hoard of gold.,1986-11-21,Action Adventure Comedy,105,11949484,,11949484,4130323.0,Cannon Film Distributors
Big Trouble in Little China (1986),A rough-and-tumble trucker and his sidekick face off with an ancient sorcerer in a supernatural battle beneath Chinatown.,1986-07-04,Action Adventure Comedy Fantasy,99,11100000,577.0,11107720,2723211.0,Twentieth Century Fox
Under the Cherry Moon (1986),"Two con artist brothers attempt to swindle a soon-to-be wealthy heiress, but things get complicated when one falls in love with her.",1986-07-04,Comedy Drama Music Romance,100,10090429,,10090429,3150924.0,Warner Bros.
Murphy's Law (1986),"Framed for his ex-wife's murder by a parolee he once put behind bars, Los Angeles cop Jack Murphy escapes from custody to capture the killer, but he is now handcuffed to a foul-mouthed thief he had only just arrested.",1986-04-18,Action Crime Drama Mystery Thriller,100,9947631,,9947631,3388907.0,Cannon Film Distributors
SpaceCamp (1986),The young attendees of a space camp find themselves in space for real when their shuttle is accidentally launched into orbit.,1986-06-06,Adventure Family Sci-Fi,107,9697739,,9697739,2918072.0,Twentieth Century Fox
Deadly Friend (1986),"After his friend is killed by her abusive father, the new kid in town attempts to save her by implanting a robotic microchip into her brain.",1986-10-10,Drama Horror Sci-Fi Thriller,91,8988731,,8988731,3804429.0,Warner Bros.
Manhunter (1986),"Former FBI profiler Will Graham returns to service to pursue a deranged serial killer dubbed ""the Tooth Fairy"" by the media.",1986-08-15,Crime Mystery Thriller,120,8620929,1483.0,8624009,2204400.0,De Laurentiis Entertainment Group (DEG)
Blue Velvet (1986),"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child.",1986-09-19,Crime Drama Mystery Thriller,120,8551228,84771.0,8672498,789409.0,De Laurentiis Entertainment Group (DEG)
Care Bears Movie II: A New Generation (1986),"The Care Bears try to help a young girl at summer camp who, in an effort to revamp her dorky social status to agility and skill, enters into a sinister bargain with a shape-shifting demon posing as a young boy.",1986-03-07,Adventure Animation Comedy Family Fantasy Musical,76,8540346,,8540346,,Columbia Pictures
Wise Guys (1986),"Harry Valentini and Moe Dickstein are both errand boys for the Mob. When they lose two hundred fifty thousand dollars, they are set up to kill each other. But they run off to Atlantic City, and comedy follows.",1986-04-18,Comedy Crime,100,8475466,,8475466,1324456.0,Metro-Goldwyn-Mayer (MGM)
Something Wild (1986),"A free-spirited woman ""kidnaps"" a yuppie for a weekend of adventure. But the fun quickly takes a dangerous turn when her ex-convict husband shows up.",1986-11-07,Comedy Crime Romance Thriller,114,8362969,463.0,8363432,1825717.0,Orion Pictures
Lucas (1986),"A socially inept fourteen-year-old experiences heartbreak for the first time when his two best friends - Cappie, an older-brother figure, and Maggie, the new girl with whom he is in love - fall for each other.",1986-03-28,Comedy Drama Romance,100,8200000,,8200000,1250101.0,Twentieth Century Fox
Haunted Honeymoon (1986),Two radio voice actors are getting married. Larry has fits of fear. A shrink needs 36 hours to scare him to death and cure him - during a family reunion at a scary family castle.,1986-07-25,Comedy,82,8033397,,8033397,2768003.0,Orion Pictures
The Texas Chainsaw Massacre 2 (1986),A radio host is victimized by the cannibal family as a former Texas marshal hunts them.,1986-08-22,Comedy Horror,101,8025872,,8027706,2822439.0,Cannon Film Distributors
The Best of Times (1986),A small-town loser determines to have one more shot at the big time by winning a football game.,1986-01-31,Comedy Drama Sport,104,7790931,26383.0,7817314,2419800.0,Universal Pictures
Quicksilver (1986),"Failed stock market whiz kid Jack Casey gets a job on a bike at San Francisco's Quicksilver Speed Delivery, where he befriends entrepreneur Hector Rodriguez and attractive fellow bicycler Terri, then finds an enemy in drug dealer Gypsy.",1986-02-14,Crime Drama Thriller,105,7634909,,7634909,3170215.0,Columbia Pictures
Maximum Overdrive (1986),A group of people try to survive when machines start to come alive and become homicidal.,1986-07-25,Action Comedy Horror Sci-Fi,98,7433663,,7433663,3205644.0,De Laurentiis Entertainment Group (DEG)
Witchboard (1986),"When his girlfriend becomes dangerously obsessed with a ghost she contacted using a Ouija board, Jim reluctantly joins forces with her ex-his own estranged childhood best friend-to identify and exorcise the evil spirit.",1986-12-31,Horror Mystery Thriller,98,7369373,,7369373,95435.0,Palisades Pictures
The Boy Who Could Fly (1986),"An autistic boy who dreams of flying touches everyone he meets, including a new family who has moved in after their father dies.",1986-08-15,Drama Fantasy Romance,114,7177431,,7177431,204461.0,Twentieth Century Fox
The Name of the Rose (1986),An intellectually nonconformist friar investigates a series of mysterious deaths in an isolated abbey.,1986-09-26,Drama Mystery Thriller,130,7153487,,7153487,494571.0,Twentieth Century Fox
She's Gotta Have It (1986),Story of a woman and her three lovers.,1986-08-08,Comedy Romance,84,7137502,,7137502,28473.0,Island Pictures
Blue City (1986),"A drifter returns to his Florida hometown only to discover that his father, the local mayor, was mysteriously murdered during his absence. Vowing to find the killer and avenge his father's death, he starts his own investigation.",1986-05-02,Action Crime Drama,83,6947787,,6947787,2748096.0,Paramount Pictures
Trick or Treat (1986),"A bullied teenage boy is devastated after the death of his heavy metal idol, Sammi Curr. But as Halloween night approaches, he discovers that he may be the only one who can stop Sammi from making a Satanic comeback from beyond the grave.",1986-10-24,Comedy Horror Music,98,6797218,,6797218,2912687.0,De Laurentiis Entertainment Group (DEG)
9½ Weeks (1986),A New York art gallery curator starts a torrid love affair with a suave stranger who keeps pushing her boundaries.,1986-02-21,Drama Romance,117,6735922,4548.0,6740470,328804.0,Metro-Goldwyn-Mayer (MGM)
Black Moon Rising (1986),A thief named Quint is hired by the Justice Department to steal incriminating tapes from a corrupt corporation. The tapes vanish when Quint hides them in the back of a hydrodynamic powered racing car that is stolen by a hot car ring.,1986-01-10,Action Crime Thriller,100,6637565,,6637565,2775388.0,New World Pictures
Just Between Friends (1986),"Holly and Sandy strike up an instant friendship, not knowing that they actually have more in common than they'd like. Their relationship is tested when tragedy strikes.",1986-03-21,Drama,110,6408791,,6408791,1390718.0,Orion Pictures
A Fine Mess (1986),"An actor and a chef fathom a plot to fix a horse race and attempt at capitalizing it, while striving to tackle two of the hitmen responsible for the scheme.",1986-08-08,Action Comedy Crime Romance,90,6029824,,6029824,2620657.0,Columbia Pictures
My Little Pony: The Movie (1986),"Ponyland comes under attack from the Smooze, a massive purple ooze created by an evil witch who plans to destroy the ponies' annual spring festival.",1986-06-06,Adventure Animation Family Fantasy Musical,86,5958456,,5958456,416108.0,De Laurentiis Entertainment Group (DEG)
Highlander (1986),"An immortal Scottish swordsman must confront the last of his immortal opponents, a murderously brutal barbarian who lusts for the fabled ""Prize"".",1986-03-07,Action Adventure Fantasy,116,5900000,712.0,5902508,2453021.0,Twentieth Century Fox
The Transformers: The Movie (1986),"The Autobots must stop a colossal planet-consuming robot who goes after the Autobot Matrix of Leadership. At the same time, they must defend themselves against an all-out attack from the Decepticons.",1986-08-08,Action Adventure Animation Family Sci-Fi,84,5849647,10954.0,5862568,1779559.0,De Laurentiis Entertainment Group (DEG)
The Hitcher (1986),A young man who escapes the clutches of a murderous hitchhiker is subsequently stalked by the hitcher and framed for his crimes.,1986-02-21,Mystery Thriller,97,5844868,,5844868,2134214.0,TriStar Pictures
Crossroads (1986),"A wannabe blues-guitar virtuoso finds an old blues player and hopes he can teach him a long-lost song by legendary musician, Robert Johnson.",1986-03-14,Drama Music Mystery Romance,99,5839031,,5839031,2071680.0,Columbia Pictures
Mona Lisa (1986),A man recently released from prison manages to get a job driving a call girl from customer to customer.,1986-06-13,Crime Drama Romance Thriller,104,5794184,,5794184,99361.0,Island Pictures
Troll (1986),A wicked troll king in search of a mystical ring that will transform him to human form invades a San Francisco apartment complex where a powerful witch lives.,1986-01-17,Comedy Fantasy Horror,82,5450815,,5450815,2595054.0,Empire Pictures
52 Pick-Up (1986),"A secret extramarital fling between successful Los Angeles construction magnate Harry Mitchell and his stripper mistress Cini leads to three strangers blackmailing him for a six-figure sum, followed by burglary, theft, and Cini's murder.",1986-11-07,Crime Drama Thriller,110,5186646,,5186646,1654835.0,Cannon Film Distributors
Out of Bounds (1986),"Daryl's parents ship him off to the big city to live with his brother, hoping he will have a better life there. After a baggage mix-up at the airport, Daryl finds himself in possession of a drug cache, which a drug dealer wants back.",1986-07-25,Action Crime Drama Thriller,93,5099316,,5099316,2144764.0,Columbia Pictures
Vamp (1986),"Two fraternity pledges travel to a sleazy bar in search of a stripper for their college friends, unaware it is occupied by vampires.",1986-07-18,Comedy Fantasy Horror,93,4941117,,4941117,2187458.0,New World Pictures
Invaders from Mars (1986),A boy tries to stop aliens who have taken over his town and are attempting to brainwash its inhabitants.,1986-06-06,Horror Sci-Fi,100,4884663,,4884663,2046576.0,Cannon Film Distributors
Band of the Hand (1986),Five juvenile lost causes are sent to the Everglades where a war veteran tries to reform them using survival tactics. Their new skills and resolve are tested when a Miami drug lord targets them for trying to clean up their neighborhood.,1986-04-11,Action Crime Drama,109,4865912,,4865912,2235720.0,TriStar Pictures
American Anthem (1986),"Steve has given up on football and gymnastics after breaking an arm. Julie comes to town to train for the U.S. gymnastics championship, the first step to the Olympics. They meet and she motivates him to return to the gym.",1986-06-27,Drama Sport,102,4845724,,4845724,1867969.0,Columbia Pictures
Off Beat (1986),"Joe Gower's job is skating through library shelves, fetching books. A police officer and friend of his is chosen to participate in a charity dance performance. Gower agrees to take his place in the show by posing as a police officer. He falls for a female officer in the show, and gets into various scrapes with fellow cops and also crooks, and he dances.",1986-04-11,Comedy Crime Romance,92,4842778,,4842778,2011192.0,Walt Disney Studios Motion Pictures
My Chauffeur (1986),A free-spirited young woman (Deborah Foreman) upsets the status quo at a stuffy Brentwood limousine service.,1986-01-24,Comedy,97,4781448,,4781448,3613652.0,Crown
Violets Are Blue... (1986),"Young love may endure in your heart and one day re-ignite, but reality may soon dowse the flames.",1986-04-11,Drama Romance,88,4743287,,4743287,256581.0,Columbia Pictures
King Kong Lives (1986),"Kong falls from the Twin Towers, and he appears to be alive, but his heart is failing, so it's replaced with an artificial one. All is well until he senses that there's a female Kong somewhere out there and escapes wreaking havoc.",1986-12-19,Action Adventure,105,4711220,,4711220,1172942.0,De Laurentiis Entertainment Group (DEG)
Avenging Force (1986),"A senator is targeted by the Pentangle, a right wing paramilitary group. His pal, a former CIA agent and martial artist, tries to help him. The group kidnaps the agent's sister and tries to hunt him down, ""The Most Dangerous Game"" style.",1986-09-12,Action Drama Thriller,104,4679650,,4679650,1131502.0,Cannon Film Distributors
"No Retreat, No Surrender (1986)","Jason, a Bruce Lee fan, sees his karate instructor/dad beaten by martial art thugs. They move to Seattle where, after humiliations, he trains with Bruce Lee's ghost so he can defend himself and others against thugs.",1986-05-02,Action Comedy Crime Drama,85,4662137,,4662137,739723.0,New World Pictures
Fire with Fire (1986),"A young woman from a Catholic school and a young man from a nearby prison camp fall in love and must run away together to escape the law, the church and their parents.",1986-05-09,Drama Romance,103,4636169,,4636169,1770043.0,Paramount Pictures
Eliminators (1986),"A former pilot rebels against his creator, teaming up with the scientist responsible for android technology, her pet robot Spot, a rough-and-tumble riverboat guide, and a martial arts warrior.",1986-01-31,Action Adventure Fantasy Sci-Fi Thriller,96,4601256,,4601256,1987072.0,Empire Pictures
That's Life! (1986),"Harvey, a wealthy yet depressed architect and his sympathetic wife strive to conquer their life issues in anticipation of his 60th birthday party.",1986-09-26,Comedy Drama,102,4079895,,4079895,,Columbia Pictures
Tai-Pan (1986),Historical fiction set against the backdrop of Hong Kong in its early years of British rule.,1986-11-07,Adventure,127,4007250,,4007250,1863469.0,De Laurentiis Entertainment Group (DEG)
The Manhattan Project (1986),"A high school prodigy builds an atomic bomb with stolen plutonium to win the 45th National Science Fair and expose a nuclear weapons lab posing as a nuclear medical research facility in Ithaca, NY.",1986-06-13,Sci-Fi Thriller,117,3900000,,3900000,1503545.0,Twentieth Century Fox
Power (1986),"After a close friend drops out of politics, a political consultant helping to find a replacement finds a web of corruption and deceit as well.",1986-01-31,Drama,111,3800000,,3800000,1854200.0,Twentieth Century Fox
The Wraith (1986),"In a small town in Arizona, a mysterious man/spirit descends from the sky and manifests in a sports car and targets a local violent road-racing gang of motor heads, headed by a ruthless bully who'll do anything to get what he wants.",1986-11-21,Action Horror Romance Sci-Fi Thriller,93,3500000,,3500000,1402535.0,New Century
Head Office (1985),"Lazy, womanizing Jack gets employed at the NYC HQ of the multinational conglomerate, INC. Crazy chaos, promotions, firings, suicides etc. seem to be the way of the day.",1986-01-03,Comedy,90,3393807,,3393807,1937934.0,TriStar Pictures
